351  1  1  0  3
1  2  3
0.00000000	0.16000000	0.00220027	3.14159265	-0.00264033	3.07222205	0.00293370	2.81086524
0.00010000	0.16000000	0.00219984	3.14159265	-0.00263980	3.07222205	0.00293312	2.81086524
0.00020000	0.16000000	0.00219940	3.14159265	-0.00263928	3.07222205	0.00293253	2.81086524
0.00030000	0.16000000	0.00219896	3.14159265	-0.00263875	3.07222205	0.00293195	2.81086524
0.00040000	0.16000000	0.00219852	3.14159265	-0.00263823	3.07222205	0.00293136	2.81086524
0.00050000	0.16000000	0.00219808	3.14159265	-0.00263770	3.07222205	0.00293078	2.81086524
0.00060000	0.16000000	0.00219765	3.14159265	-0.00263718	3.07222205	0.00293020	2.81086524
0.00070000	0.16000118	0.00225431	3.14159265	-0.00270773	3.06210125	0.00300575	2.80074443
0.00080000	0.16000437	0.00231098	3.14159265	-0.00277829	3.05198044	0.00308131	2.79062363
0.00090000	0.16000956	0.00236765	3.14159265	-0.00284885	3.04185964	0.00315686	2.78050282
0.00100000	0.16001673	0.00242431	3.14159265	-0.00291941	3.03173883	0.00323242	2.77038202
0.00110000	0.16002610	0.00248098	3.14159265	-0.00298997	3.02161803	0.00330798	2.76026121
0.00120000	0.16003748	0.00253765	3.14159265	-0.00306053	3.01149722	0.00338353	2.75014041
0.00130000	0.16005077	0.00259432	3.14159265	-0.00313109	3.00137642	0.00345909	2.74001960
0.00140000	0.16006596	0.00265098	3.14159265	-0.00320165	2.99125561	0.00353464	2.72989880
0.00150000	0.16008320	0.00270765	3.14159265	-0.00327220	2.98113481	0.00361020	2.71977799
0.00160000	0.16010243	0.00276432	3.14159265	-0.00334276	2.97101400	0.00368576	2.70965719
0.00170000	0.16012349	0.00282098	3.14159265	-0.00341332	2.96089320	0.00376131	2.69953638
0.00180000	0.16014637	0.00287765	3.14159265	-0.00348388	2.95077239	0.00383687	2.68941558
0.00190000	0.16017116	0.00293432	3.14159265	-0.00355444	2.94065159	0.00391242	2.67929477
0.00200000	0.16019791	0.00299098	3.14159265	-0.00362500	2.93053078	0.00398798	2.66917397
0.00210000	0.16022642	0.00304765	3.14159265	-0.00369556	2.92174186	0.00406354	2.65414283
0.00220000	0.16025666	0.00310432	3.14159265	-0.00376611	2.91295294	0.00413909	2.63911169
0.00230000	0.16028867	0.00316099	3.14159265	-0.00383667	2.90416402	0.00421465	2.62408055
0.00240000	0.16032262	0.00321765	3.14159265	-0.00390723	2.89537509	0.00429020	2.60904941
0.00250000	0.16035824	0.00327432	3.14159265	-0.00397779	2.88658617	0.00436576	2.59401828
0.00260000	0.16039552	0.00333099	3.14159265	-0.00404835	2.87779725	0.00444132	2.57898714
0.00270000	0.16043445	0.00338765	3.14159265	-0.00411891	2.86900832	0.00451687	2.56395600
0.00280000	0.16047524	0.00344432	3.14159265	-0.00418947	2.86021940	0.00459243	2.54892486
0.00290000	0.16051765	0.00350099	3.14159265	-0.00426003	2.85143048	0.00466798	2.53389372
0.00300000	0.16056165	0.00355765	3.14159265	-0.00433058	2.84264156	0.00474354	2.51886258
